STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Punjab,Moga,PMGSY-II,10,1,10,1,0,0,110.76,68.2654,110.4,65.1958,0
Punjab,Mukatsar,PMGSY-I,93,0,93,0,0,0,485.107,198.9607,482.632,177.2442,0
Punjab,Mukatsar,PMGSY-III,17,1,14,0,3,1,207.36,174.54428,152.99,117.5,54.37
Punjab,Nawashahar,PMGSY-III,6,1,2,0,4,1,40.495,39.94263,9.69,6.9675,30.805
Punjab,Patiala,PMGSY-II,3,0,3,0,0,0,27.1,20.2699,27.1,19.7549,0
Rajasthan,Ajmer,PMGSY-II,5,0,5,0,0,0,56,20.0549,56,13.6636,0
Rajasthan,Alwar,PMGSY-II,10,0,10,0,0,0,76.44,29.7435,76.44,24.4709,0
Rajasthan,Banswara,PMGSY-I,1013,0,1013,0,0,0,2676.71,657.9331,2650.945,560.3327,0
Rajasthan,Barmer,PMGSY-II,5,0,5,0,0,0,54.4,14.5342,54.4,10.1807,0
Rajasthan,Barmer,PMGSY-III,25,3,24,3,1,0,286.905,165.84077,285.005,123.8337,1
Rajasthan,Beawar,PMGSY-II,5,0,5,0,0,0,55.1,20.3931,55.1,17.627,0
Rajasthan,Bharatpur,PMGSY-I,224,0,224,0,0,0,633.95,122.406,620.03,113.8762,0
Rajasthan,Bhilwara,PMGSY-I,353,0,353,0,0,0,1377.72,260.7368,1318.313,231.8609,0
Rajasthan,Bikaner,PMGSY-I,497,0,497,0,0,0,3068.25,519.5605,2935.64,446.0113,0
Rajasthan,Bundi,PMGSY-II,12,0,12,0,0,0,69.3,31.77,69.3,24.6884,0
Rajasthan,Chittaurgarh,PMGSY-II,26,0,26,0,0,0,153.08,60.8213,153.08,39.8578,0
Rajasthan,Dausa,PMGSY-II,8,0,8,0,0,0,62.8,24.4409,62.8,17.53,0
Rajasthan,"Didwana Kuchaman",PMGSY-I,408,0,408,0,0,0,1425.96,246.0818,1350.96,212.9428,0
Rajasthan,"Didwana Kuchaman",PMGSY-III,15,0,0,0,15,0,141.75,90.3914,80.3,19.0678,61.45
Rajasthan,Dudu,PMGSY-III,6,0,6,0,0,0,64.8,38.1352,63.614,26.3182,0
Rajasthan,Gangapurcity,PMGSY-I,188,3,188,3,0,0,687.88,145.3342,648.165,133.4189,0
Rajasthan,Jaisalmer,PMGSY-I,277,0,277,0,0,0,2005.68,267.1791,1959.13,233.0147,0
Rajasthan,Jalor,PMGSY-II,6,0,6,0,0,0,56,18.9001,56,14.8006,0
Rajasthan,"Jodhpur Gramin",PMGSY-II,11,1,11,1,0,0,110.5,49.1458,110.5,35.7793,0
Rajasthan,"Jodhpur Gramin",PMGSY-III,34,0,34,0,0,0,409.97,231.49905,409.65,169.8729,0
Rajasthan,Kekri,PMGSY-II,3,0,3,0,0,0,28.564,10.1989,28.564,9.7062,0
Rajasthan,"Khairthal Tijara",PMGSY-III,7,0,5,0,2,0,54.842,33.28302,52.374,27.5373,1.1
Rajasthan,Kota,PMGSY-III,18,2,12,0,6,2,138.302,92.218,98.17,50.6351,38.282
Rajasthan,Nagaur,PMGSY-II,9,0,9,0,0,0,87,27.5542,87,19.1417,0
Rajasthan,Salumbar,PMGSY-II,4,0,4,0,0,0,44,21.9598,44,13.1185,0
Rajasthan,Sirohi,PMGSY-III,11,4,11,4,0,0,102.49,96.79097,100.49,75.7178,0
Rajasthan,"Sri Ganganagar",PMGSY-I,87,1,87,1,0,0,558.7,126.8969,539.2,107.3187,0
Rajasthan,Udaipur,PMGSY-I,1039,1,1039,1,0,0,3831.027,1170.45578,3717.126,971.3405,0
Sikkim,East,PMGSY-II,3,0,3,0,0,0,7.8,6.7633,6.92,5.5476,0
Sikkim,North,PMGSY-III,9,8,0,0,9,8,49.19,86.30697,0,3.844,49.19
"Tamil Nadu",Chengalpattu,PMGSY-III,19,3,10,1,9,2,81.153,71.6795,40.719,28.9916,40.434
"Tamil Nadu",Coimbatore,PMGSY-I,160,5,160,5,0,0,330.124,107.93731,326.648,192.651,0
"Tamil Nadu",Cuddalore,PMGSY-II,27,0,27,0,0,0,87.289,37.9344,87.289,38.6719,0
"Tamil Nadu",Dindigul,PMGSY-I,274,0,274,0,0,0,604.428,151.42387,594.451,131.858,0
"Tamil Nadu",Erode,PMGSY-III,43,0,29,0,14,0,167.667,85.5131,107.152,59.1622,60.032
"Tamil Nadu",Kallakurichi,PMGSY-I,166,4,166,4,0,0,424.586,131.38586,410.628,115.2407,0
"Tamil Nadu",Kanniyakumari,PMGSY-I,106,0,106,0,0,0,140.055,29.9809,135.943,18.8029,0
"Tamil Nadu",Kanniyakumari,PMGSY-II,1,0,1,0,0,0,1.85,0.8478,1.85,0.8683,0
"Tamil Nadu",Karur,PMGSY-II,26,0,26,0,0,0,83.439,32.8887,83.439,32.5093,0
"Tamil Nadu",Mayiladuthurai,PMGSY-II,27,1,27,1,0,0,74.724,63.01125,74.724,69.2189,0
"Tamil Nadu",Perambalur,PMGSY-I,113,4,113,4,0,0,275.685,101.84375,275.395,92.0605,0
"Tamil Nadu",Perambalur,PMGSY-II,12,0,12,0,0,0,43.84,15.9089,43.84,15.3482,0
"Tamil Nadu",Ramanathapuram,PMGSY-II,63,0,63,0,0,0,230.991,121.27181,230.991,129.9861,0
"Tamil Nadu",Tenkasi,PMGSY-I,45,0,45,0,0,0,85.593,17.32462,85.593,12.8216,0
"Tamil Nadu",Theni,PMGSY-II,2,0,2,0,0,0,6.7,2.4943,6.7,2.521,0
"Tamil Nadu",Tirunelveli,PMGSY-I,211,0,211,0,0,0,446.564,87.18956,438.87,78.9586,0
"Tamil Nadu",Tiruppur,PMGSY-III,82,1,41,0,41,1,349.2,186.36078,170.25,92.8268,178.975
"Tamil Nadu",Tiruvannamalai,PMGSY-II,27,0,27,0,0,0,97.4,33.20386,97.4,31.5563,0
"Tamil Nadu",Villupuram,PMGSY-III,36,1,28,1,8,0,122.502,71.82422,88.322,48.9404,34.195
"Tamil Nadu",Virudhunagar,PMGSY-II,36,0,36,0,0,0,136.746,47.95317,136.746,49.144,0
Telangana,Jangoan,PMGSY-II,3,1,3,1,0,0,16.675,9.695,16.69,8.4956,0
Telangana,Karimnagar,PMGSY-I,65,7,65,7,0,0,170.461,30.67287,170.612,49.1757,0
Telangana,"Komrambheem Asifabad",PMGSY-I,157,45,144,41,13,4,779.469,280.28829,696.027,345.2748,64.023
Telangana,"Komrambheem Asifabad",PMGSY-III,6,2,3,2,3,0,41.09,25.49702,22.939,8.4883,17.2
Telangana,Mahaboobnagar,PMGSY-II,3,0,3,0,0,0,21.7,13.1705,19.126,9.0315,0
Telangana,Mancherial,PMGSY-III,11,12,8,4,3,8,81.154,66.56117,68.335,25.8892,12.676
Telangana,Mancherial,PM-JANMAN,2,0,0,0,2,0,3.25,2.835,0,0,3.25
Telangana,Medak,PMGSY-II,4,0,4,0,0,0,32.8,17.6255,31.112,14.8315,0
Telangana,Mulugu,PMGSY-I,68,4,67,4,1,0,215.437,89.7022,210.833,99.0521,2.68
Telangana,Mulugu,PMGSY-II,2,0,2,0,0,0,12.6,9.5286,12.57,8.3201,0
Telangana,Mulugu,PMGSY-III,2,0,0,0,2,0,13.55,8.805,0.1,9.1886,13.45
Telangana,Narayanpet,PMGSY-I,26,1,26,1,0,0,122.97,22.2787,117.61,44.413,0
Telangana,Nirmal,PMGSY-II,1,0,1,0,0,0,9.4,2.42,4.71,2.3232,0
Telangana,Nizamabad,PMGSY-III,15,4,10,0,5,4,104.393,66.5664,82.727,50.8882,19.965
Telangana,Peddapalli,PMGSY-I,63,0,63,0,0,0,159.708,22.7232,157.155,40.031,0
Telangana,Siddipet,PMGSY-I,99,6,99,6,0,0,407.205,104.5496,400.715,191.7028,0
Telangana,Siddipet,PMGSY-II,6,1,6,1,0,0,55.34,30.2683,52.275,27.4082,0
Telangana,"Warangal Urban",PMGSY-I,34,0,34,0,0,0,86.149,11.6626,85.905,23.1814,0
Telangana,"Warangal Urban",PMGSY-III,5,3,3,0,2,3,34.5,34.8,22.947,22.3906,10.65
Telangana,"Yadadri Bhongiri",PMGSY-III,15,5,10,0,5,5,69.49,60.61963,41.211,35.4284,24.505
Tripura,Gomati,PMGSY-II,7,0,7,0,0,0,54.642,53.23826,53.899,56.8513,0
Tripura,Gomati,PM-JANMAN,19,0,0,0,19,0,26.438,27.58798,0,0,26.438
Tripura,Khowai,PMGSY-II,6,0,5,0,1,0,24.681,25.23502,23.961,25.8621,0.578
Tripura,"North Tripura",PMGSY-I,121,8,110,5,11,3,485.811,323.1304,438.308,275.8798,43.497
Tripura,Sepahijala,PMGSY-II,4,0,4,0,0,0,24.428,26.37909,24.428,28.9564,0
Tripura,Sepahijala,PMGSY-III,15,0,0,0,15,0,114.393,101.17027,0,0,114.393
Tripura,"South Tripura",PMGSY-II,6,0,6,0,0,0,60.36,65.09914,59.166,70.5193,0
Tripura,Unakoti,PMGSY-III,6,0,0,0,6,0,41.55,37.37701,0,0,41.55
Tripura,"West Tripura",PMGSY-I,168,6,168,6,0,0,465.545,274.9518,443.853,247.1325,0
Tripura,"West Tripura",PMGSY-II,8,0,7,0,1,0,57.33,54.70353,53.668,47.0199,3.843
"Uttar Pradesh",Agra,PMGSY-III,47,0,46,0,1,0,393.52,308.27603,385.737,228.5656,0.5
"Uttar Pradesh",Ayodhya,PMGSY-II,13,0,13,0,0,0,94.1,66.2903,93.87,59.98,0
"Uttar Pradesh",Ayodhya,PMGSY-III,39,0,38,0,1,0,278.575,197.3226,277.43,149.3509,0
"Uttar Pradesh",Bahraich,PMGSY-II,12,1,12,1,0,0,101.075,64.5484,98.849,60.6683,0
"Uttar Pradesh",Ballia,PMGSY-I,227,0,226,0,1,0,527.491,156.7021,516.362,143.2851,8.7
"Uttar Pradesh",Balrampur,PMGSY-II,16,0,16,0,0,0,109.975,74.6984,108.375,67.6892,0
"Uttar Pradesh",Banda,PMGSY-I,141,0,141,0,0,0,469.34,134.1771,455.706,142.0221,0
"Uttar Pradesh",Barabanki,PMGSY-III,57,0,53,0,4,0,431.745,406.3758,425.445,326.99,0.52
"Uttar Pradesh",Basti,PMGSY-II,13,0,13,0,0,0,93.78,55.17578,92.875,47.7588,0
"Uttar Pradesh",Basti,PMGSY-III,34,0,31,0,3,0,245.1,169.9057,243.512,144.7846,0.64
"Uttar Pradesh",Bulandshahr,PMGSY-III,42,0,39,0,3,0,296.13,183.67973,273.54,145.0927,14.473
"Uttar Pradesh",Etah,PMGSY-III,35,0,35,0,0,0,251.245,164.66377,250.331,118.6884,0
"Uttar Pradesh",Etawah,PMGSY-II,18,0,18,0,0,0,108.6,65.9403,106.1,55.1888,0
"Uttar Pradesh",Etawah,PMGSY-III,25,0,25,0,0,0,181.12,127.73929,179.67,99.7384,0
"Uttar Pradesh",Fatehpur,PMGSY-III,59,0,31,0,28,0,466.05,442.89172,299.434,214.757,165.933
"Uttar Pradesh",Ghaziabad,PMGSY-II,11,0,11,0,0,0,112.855,53.45658,112.005,44.5876,0
"Uttar Pradesh",Ghaziabad,PMGSY-III,10,0,10,0,0,0,71.19,41.1063,63.531,31.8912,0
"Uttar Pradesh",Gonda,PMGSY-I,232,0,232,0,0,0,683.49,218.8356,679.896,209.6878,0
"Uttar Pradesh",Hamirpur,PMGSY-I,106,0,106,0,0,0,392.265,106.43,380.93,95.8403,0
"Uttar Pradesh",Hapur,PMGSY-I,131,0,131,0,0,0,424.57,100.07328,425.04,94.6871,0
"Uttar Pradesh",Hardoi,PMGSY-I,415,0,415,0,0,0,1190.986,359.2984,1180.089,329.0393,0
"Uttar Pradesh",Hathras,PMGSY-I,189,0,189,0,0,0,440.1,105.9981,429.017,98.7266,0
"Uttar Pradesh",Hathras,PMGSY-II,15,0,15,0,0,0,109.65,66.9426,108.885,49.7447,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-I,187,0,187,0,0,0,512.96,120.0831,505.117,112.9559,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-II,15,0,15,0,0,0,106.62,52.59766,95.061,41.7657,0
"Uttar Pradesh",Jalaun,PMGSY-II,12,0,12,0,0,0,113.8,72.8806,114.1,62.0542,0
"Uttar Pradesh",Jaunpur,PMGSY-III,57,0,56,0,1,0,374.87,265.2944,371.09,225.0232,0.866
"Uttar Pradesh",Kannauj,PMGSY-III,16,0,16,0,0,0,111.208,101.61033,108.708,87.7427,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-II,11,0,11,0,0,0,111.745,99.67319,110.785,78.3722,0
"Uttar Pradesh",Kasganj,PMGSY-II,14,0,14,0,0,0,109.075,60.18487,108.975,51.3523,0
"Uttar Pradesh",Kaushambi,PMGSY-I,119,0,119,0,0,0,377.975,108.3417,374.955,103.5433,0
"Uttar Pradesh",Lucknow,PMGSY-II,15,0,15,0,0,0,99.5,61.2842,99.162,55.7579,0
"Uttar Pradesh",Maharajganj,PMGSY-I,227,0,227,0,0,0,726.6,207.5332,716.644,196.601,0
"Uttar Pradesh",Mirzapur,PMGSY-II,14,0,14,0,0,0,114.45,43.4263,114.15,35.114,0
"Uttar Pradesh",Muzaffarnagar,PMGSY-I,204,0,204,0,0,0,560.02,108.6372,559.77,104.608,0
"Uttar Pradesh",Pilibhit,PMGSY-I,201,0,201,0,0,0,652.975,146.95,640.109,144.1701,0
"Uttar Pradesh","Rae Bareli",PMGSY-III,67,0,54,0,13,0,493.58,414.98825,423.119,265.5071,66.725
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-III,19,0,8,0,11,0,121.77,117.4236,52.379,25.2374,68.42
"Uttar Pradesh",Saharanpur,PMGSY-II,11,0,11,0,0,0,104.1,46.7217,101.22,41.432,0
"Uttar Pradesh",Shahjahanpur,PMGSY-III,52,0,49,0,3,0,373.55,272.22879,365.041,227.4613,5.03
"Uttar Pradesh",Sonebhadra,RCPLWEA,18,11,13,10,5,1,460.375,363.0348,375.475,289.9975,84.8
"Uttar Pradesh",Sonebhadra,PMGSY-III,28,0,25,0,3,0,237.15,177.62324,216.9,131.7427,19.75
"Uttar Pradesh",Sultanpur,PMGSY-I,296,0,296,0,0,0,912.88,284.1045,899.854,279.0367,0
"Uttar Pradesh",Unnao,PMGSY-II,14,0,14,0,0,0,110.985,70.91764,110.646,68.1818,0
"Uttar Pradesh",Varanasi,PMGSY-II,16,0,16,0,0,0,98,40.37843,96.605,35.7274,0
Uttarakhand,Almora,PMGSY-III,20,0,0,0,20,0,238.672,169.98509,9.5,25.647,229.172
Uttarakhand,Nainital,PMGSY-I,135,26,133,23,2,3,1136.293,518.7988,1122.564,480.5256,12.455
Uttarakhand,Nainital,PMGSY-II,7,1,6,1,1,0,59.05,32.2919,55.775,26.4988,2.95
Uttarakhand,Pauri,PMGSY-III,35,0,5,0,30,0,423.942,303.7155,238.597,169.6289,185.149
Uttarakhand,Rudraprayag,PMGSY-II,7,2,7,2,0,0,44.915,36.24517,43.2,37.4478,0
"West Bengal",Alipurduar,PMGSY-II,11,2,11,2,0,0,135.36,113.9922,135.16,101.2693,0
"West Bengal",Birbhum,PMGSY-I,344,2,344,2,0,0,2244.611,895.89926,2221.185,824.4759,0
"West Bengal",Cooch-Behar,PMGSY-III,24,0,0,0,24,0,194.774,162.63756,4.5,1.901,190.274
"West Bengal","Dakshin Dinajpur",PMGSY-I,248,0,248,0,0,0,926.373,449.5262,919.535,391.7352,0
"West Bengal",Hooghly,PMGSY-I,342,0,342,0,0,0,1464.638,670.87733,1451.536,620.4719,0
"West Bengal",Howrah,PMGSY-II,19,1,19,1,0,0,117.061,104.40142,117.068,94.109,0
"West Bengal",Howrah,PMGSY-III,23,0,5,0,18,0,129.525,93.41899,66.642,41.6044,62.877
"West Bengal",Jalpaiguri,PMGSY-III,19,2,6,0,13,2,117.163,97.10361,31.748,16.1538,84.948
"West Bengal",Jhargram,PMGSY-II,5,0,5,0,0,0,68.099,59.2613,68.099,46.319,0
"West Bengal","North 24 Parganas",PMGSY-I,468,0,467,0,1,0,2160.54,1095.63808,2146.782,1006.0229,2
"West Bengal","Purba Medinipur",PMGSY-II,11,2,11,2,0,0,101.85,82.46289,101.408,77.8186,0
"West Bengal",Purulia,PMGSY-III,24,0,4,0,20,0,187.967,114.75549,21.808,12.7424,165.003
"West Bengal","Siliguri M.P.",PMGSY-II,8,0,8,0,0,0,35.022,24.46831,34.852,19.3307,0
"West Bengal","Siliguri M.P.",PMGSY-III,7,0,1,0,6,0,44.827,28.08356,7.414,5.3247,37.408
